p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D+00	1.20000D+00	6.75000E+02	0.00000E+00	-5.06590E+03
1.01325D+00	1.20000D+00	7.00000E+02	0.00000E+00	-4.95123E+03
1.01325D+00	1.20000D+00	7.25000E+02	0.00000E+00	-4.82032E+03
1.01325D+00	1.20000D+00	7.50000E+02	0.00000E+00	-4.66841E+03
1.01325D+00	1.20000D+00	7.75000E+02	0.00000E+00	-4.49007E+03
1.01325D+00	1.20000D+00	8.00000E+02	0.00000E+00	-4.27959E+03
1.01325D+00	1.20000D+00	8.25000E+02	0.00000E+00	-4.03175E+03
1.01325D+00	1.20000D+00	8.50000E+02	0.00000E+00	-3.74327E+03
1.01325D+00	1.20000D+00	8.75000E+02	0.00000E+00	-3.41459E+03
1.01325D+00	1.20000D+00	9.00000E+02	0.00000E+00	-3.05192E+03
1.01325D+00	1.20000D+00	9.25000E+02	0.00000E+00	-2.66836E+03
1.01325D+00	1.20000D+00	9.50000E+02	0.00000E+00	-2.28301E+03
1.01325D+00	1.20000D+00	9.75000E+02	0.00000E+00	-1.91727E+03
1.01325D+00	1.20000D+00	1.00000E+03	0.00000E+00	-1.58923E+03
1.01325D+00	1.20000D+00	1.02500E+03	0.00000E+00	-1.30900E+03
1.01325D+00	1.20000D+00	1.05000E+03	0.00000E+00	-1.07768E+03
1.01325D+00	1.20000D+00	1.07500E+03	0.00000E+00	-8.89732E+02
1.01325D+00	1.20000D+00	1.10000E+03	0.00000E+00	-7.36727E+02
1.01325D+00	1.20000D+00	1.12500E+03	0.00000E+00	-6.10139E+02
1.01325D+00	1.20000D+00	1.15000E+03	0.00000E+00	-5.02765E+02
1.01325D+00	1.20000D+00	1.17500E+03	0.00000E+00	-4.09069E+02
1.01325D+00	1.20000D+00	1.20000E+03	0.00000E+00	-3.25012E+02
1.01325D+00	1.20000D+00	1.22500E+03	0.00000E+00	-2.47728E+02
1.01325D+00	1.20000D+00	1.25000E+03	0.00000E+00	-1.75204E+02
1.01325D+00	1.20000D+00	1.27500E+03	0.00000E+00	-1.06034E+02
1.01325D+00	1.20000D+00	1.30000E+03	0.00000E+00	-3.92295E+01
1.01325D+00	1.20000D+00	1.32500E+03	0.00000E+00	2.59073E+01
1.01325D+00	1.20000D+00	1.35000E+03	0.00000E+00	8.98745E+01
1.01325D+00	1.20000D+00	1.37500E+03	0.00000E+00	1.53031E+02
1.01325D+00	1.20000D+00	1.40000E+03	0.00000E+00	2.15641E+02
1.01325D+00	1.20000D+00	1.42500E+03	0.00000E+00	2.77897E+02
1.01325D+00	1.20000D+00	1.45000E+03	0.00000E+00	3.39947E+02
1.01325D+00	1.20000D+00	1.47500E+03	0.00000E+00	4.01904E+02
1.01325D+00	1.20000D+00	1.50000E+03	0.00000E+00	4.63857E+02
1.01325D+00	1.20000D+00	1.52500E+03	0.00000E+00	5.25877E+02
1.01325D+00	1.20000D+00	1.55000E+03	0.00000E+00	5.88024E+02
1.01325D+00	1.20000D+00	1.57500E+03	0.00000E+00	6.50349E+02
1.01325D+00	1.20000D+00	1.60000E+03	0.00000E+00	7.12897E+02
1.01325D+00	1.20000D+00	1.62500E+03	0.00000E+00	7.75709E+02
1.01325D+00	1.20000D+00	1.65000E+03	0.00000E+00	8.38825E+02
1.01325D+00	1.20000D+00	1.67500E+03	0.00000E+00	9.02284E+02
1.01325D+00	1.20000D+00	1.70000E+03	0.00000E+00	9.66124E+02
1.01325D+00	1.20000D+00	1.72500E+03	0.00000E+00	1.03039E+03
1.01325D+00	1.20000D+00	1.75000E+03	0.00000E+00	1.09511E+03
1.01325D+00	1.20000D+00	1.77500E+03	0.00000E+00	1.16034E+03
1.01325D+00	1.20000D+00	1.80000E+03	0.00000E+00	1.22611E+03
1.01325D+00	1.20000D+00	1.82500E+03	0.00000E+00	1.29249E+03
1.01325D+00	1.20000D+00	1.85000E+03	0.00000E+00	1.35952E+03
1.01325D+00	1.20000D+00	1.87500E+03	0.00000E+00	1.42726E+03
1.01325D+00	1.20000D+00	1.90000E+03	0.00000E+00	1.49576E+03
1.01325D+00	1.20000D+00	1.92500E+03	0.00000E+00	1.56510E+03
1.01325D+00	1.20000D+00	1.95000E+03	0.00000E+00	1.63533E+03
1.01325D+00	1.20000D+00	1.97500E+03	0.00000E+00	1.70654E+03
1.01325D+00	1.20000D+00	2.00000E+03	0.00000E+00	1.77880E+03
1.01325D+00	1.20000D+00	2.02500E+03	0.00000E+00	1.85220E+03
1.01325D+00	1.20000D+00	2.05000E+03	0.00000E+00	1.92683E+03
1.01325D+00	1.20000D+00	2.07500E+03	0.00000E+00	2.00277E+03
1.01325D+00	1.20000D+00	2.10000E+03	0.00000E+00	2.08014E+03
1.01325D+00	1.20000D+00	2.12500E+03	0.00000E+00	2.15903E+03
1.01325D+00	1.20000D+00	2.15000E+03	0.00000E+00	2.23956E+03
1.01325D+00	1.20000D+00	2.17500E+03	0.00000E+00	2.32184E+03
1.01325D+00	1.20000D+00	2.20000E+03	0.00000E+00	2.40600E+03
1.01325D+00	1.20000D+00	2.22500E+03	0.00000E+00	2.49216E+03
1.01325D+00	1.20000D+00	2.25000E+03	0.00000E+00	2.58046E+03
1.01325D+00	1.20000D+00	2.27500E+03	0.00000E+00	2.67102E+03
1.01325D+00	1.20000D+00	2.30000E+03	0.00000E+00	2.76400E+03
1.01325D+00	1.20000D+00	2.32500E+03	0.00000E+00	2.85954E+03
1.01325D+00	1.20000D+00	2.35000E+03	0.00000E+00	2.95779E+03
1.01325D+00	1.20000D+00	2.37500E+03	0.00000E+00	3.05890E+03
1.01325D+00	1.20000D+00	2.40000E+03	0.00000E+00	3.16302E+03
1.01325D+00	1.20000D+00	2.42500E+03	0.00000E+00	3.27032E+03
1.01325D+00	1.20000D+00	2.45000E+03	0.00000E+00	3.38096E+03
1.01325D+00	1.20000D+00	2.47500E+03	0.00000E+00	3.49509E+03
1.01325D+00	1.20000D+00	2.50000E+03	0.00000E+00	3.61289E+03
1.01325D+00	1.20000D+00	2.52500E+03	0.00000E+00	3.73451E+03
1.01325D+00	1.20000D+00	2.55000E+03	0.00000E+00	3.86012E+03
1.01325D+00	1.20000D+00	2.57500E+03	0.00000E+00	3.98989E+03
1.01325D+00	1.20000D+00	2.60000E+03	6.35476E-04	4.12396E+03
1.01325D+00	1.20000D+00	2.62500E+03	6.76757E-03	4.26252E+03
1.01325D+00	1.20000D+00	2.65000E+03	1.32023E-02	4.40570E+03
1.01325D+00	1.20000D+00	2.67500E+03	1.99462E-02	4.55369E+03
1.01325D+00	1.20000D+00	2.70000E+03	2.70059E-02	4.70662E+03
1.01325D+00	1.20000D+00	2.72500E+03	3.43877E-02	4.86465E+03
1.01325D+00	1.20000D+00	2.75000E+03	4.20981E-02	5.02794E+03
1.01325D+00	1.20000D+00	2.77500E+03	5.01436E-02	5.19665E+03
1.01325D+00	1.20000D+00	2.80000E+03	5.85313E-02	5.37093E+03
1.01325D+00	1.20000D+00	2.82500E+03	6.72685E-02	5.55093E+03
1.01325D+00	1.20000D+00	2.85000E+03	7.63638E-02	5.73682E+03
1.01325D+00	1.20000D+00	2.87500E+03	8.58267E-02	5.92877E+03
1.01325D+00	1.20000D+00	2.90000E+03	9.56687E-02	6.12696E+03
1.01325D+00	1.20000D+00	2.92500E+03	1.05903E-01	6.33157E+03
1.01325D+00	1.20000D+00	2.95000E+03	1.16548E-01	6.54283E+03
1.01325D+00	1.20000D+00	2.97500E+03	1.27622E-01	6.76096E+03
1.01325D+00	1.20000D+00	3.00000E+03	1.39153E-01	6.98622E+03
1.01325D+00	1.20000D+00	3.02500E+03	1.51171E-01	7.21892E+03
1.01325D+00	1.20000D+00	3.05000E+03	1.63718E-01	7.45941E+03
1.01325D+00	1.20000D+00	3.07500E+03	1.76843E-01	7.70808E+03
1.01325D+00	1.20000D+00	3.10000E+03	1.90608E-01	7.96541E+03
1.01325D+00	1.20000D+00	3.12500E+03	2.05089E-01	8.23194E+03
1.01325D+00	1.20000D+00	3.15000E+03	2.20384E-01	8.50832E+03
1.01325D+00	1.20000D+00	3.17500E+03	2.36609E-01	8.79530E+03
1.01325D+00	1.20000D+00	3.20000E+03	2.53909E-01	9.09377E+03
1.01325D+00	1.20000D+00	3.22500E+03	2.72463E-01	9.40476E+03
1.01325D+00	1.20000D+00	3.25000E+03	2.92490E-01	9.72945E+03
1.01325D+00	1.20000D+00	3.27500E+03	3.14257E-01	1.00692E+04
1.01325D+00	1.20000D+00	3.30000E+03	3.38091E-01	1.04257E+04
1.01325D+00	1.20000D+00	3.32500E+03	3.64392E-01	1.08006E+04
1.01325D+00	1.20000D+00	3.35000E+03	3.93648E-01	1.11961E+04
1.01325D+00	1.20000D+00	3.37500E+03	4.26453E-01	1.16143E+04
1.01325D+00	1.20000D+00	3.40000E+03	4.63538E-01	1.20579E+04
1.01325D+00	1.20000D+00	3.42500E+03	5.05792E-01	1.25295E+04
1.01325D+00	1.20000D+00	3.45000E+03	5.54311E-01	1.30322E+04
1.01325D+00	1.20000D+00	3.47500E+03	6.10446E-01	1.35689E+04
1.01325D+00	1.20000D+00	3.50000E+03	6.75867E-01	1.41427E+04
1.01325D+00	1.20000D+00	3.52500E+03	7.52658E-01	1.47568E+04
1.01325D+00	1.20000D+00	3.55000E+03	8.43435E-01	1.54138E+04
1.01325D+00	1.20000D+00	3.57500E+03	9.51515E-01	1.61160E+04
1.01325D+00	1.20000D+00	3.60000E+03	1.08115E+00	1.68651E+04
1.01325D+00	1.20000D+00	3.62500E+03	1.23785E+00	1.76615E+04
1.01325D+00	1.20000D+00	3.65000E+03	1.42892E+00	1.85044E+04
1.01325D+00	1.20000D+00	3.67500E+03	1.66414E+00	1.93912E+04
1.01325D+00	1.20000D+00	3.70000E+03	1.95697E+00	2.03172E+04
1.01325D+00	1.20000D+00	3.72500E+03	2.32640E+00	2.12753E+04
1.01325D+00	1.20000D+00	3.75000E+03	2.80009E+00	2.22558E+04
1.01325D+00	1.20000D+00	3.77500E+03	3.41983E+00	2.32465E+04
1.01325D+00	1.20000D+00	3.80000E+03	4.25189E+00	2.42325E+04
1.01325D+00	1.20000D+00	3.82500E+03	5.40766E+00	2.51963E+04
1.01325D+00	1.20000D+00	3.85000E+03	7.08944E+00	2.61187E+04
1.01325D+00	1.20000D+00	3.87500E+03	9.70555E+00	2.69784E+04
1.01325D+00	1.20000D+00	3.90000E+03	1.42170E+01	2.77520E+04
1.01325D+00	1.20000D+00	3.92500E+03	2.35276E+01	2.84132E+04
1.01325D+00	1.20000D+00	3.95000E+03	5.21777E+01	2.89282E+04
1.01325D+00	1.20000D+00	3.97500E+03	5.21777E+01	2.89282E+04
1.01325D+00	1.20000D+00	4.00000E+03	5.21777E+01	2.89282E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D+00	1.50000D+00	2.50000E+02	0.00000E+00	-6.73112E+03
1.01325D+00	1.50000D+00	2.75000E+02	0.00000E+00	-6.67561E+03
1.01325D+00	1.50000D+00	3.00000E+02	0.00000E+00	-6.61318E+03
1.01325D+00	1.50000D+00	3.25000E+02	0.00000E+00	-6.54423E+03
1.01325D+00	1.50000D+00	3.50000E+02	0.00000E+00	-6.46998E+03
1.01325D+00	1.50000D+00	3.75000E+02	0.00000E+00	-6.39207E+03
1.01325D+00	1.50000D+00	4.00000E+02	0.00000E+00	-6.31204E+03
1.01325D+00	1.50000D+00	4.25000E+02	0.00000E+00	-6.23116E+03
1.01325D+00	1.50000D+00	4.50000E+02	0.00000E+00	-6.15023E+03
1.01325D+00	1.50000D+00	4.75000E+02	0.00000E+00	-6.06964E+03
1.01325D+00	1.50000D+00	5.00000E+02	0.00000E+00	-5.98940E+03
1.01325D+00	1.50000D+00	5.25000E+02	0.00000E+00	-5.90916E+03
1.01325D+00	1.50000D+00	5.50000E+02	0.00000E+00	-5.82829E+03
1.01325D+00	1.50000D+00	5.75000E+02	0.00000E+00	-5.74586E+03
1.01325D+00	1.50000D+00	6.00000E+02	0.00000E+00	-5.66060E+03
1.01325D+00	1.50000D+00	6.25000E+02	0.00000E+00	-5.57088E+03
1.01325D+00	1.50000D+00	6.50000E+02	0.00000E+00	-5.47458E+03
1.01325D+00	1.50000D+00	6.75000E+02	0.00000E+00	-5.36897E+03
1.01325D+00	1.50000D+00	7.00000E+02	0.00000E+00	-5.25060E+03
1.01325D+00	1.50000D+00	7.25000E+02	0.00000E+00	-5.11515E+03
1.01325D+00	1.50000D+00	7.50000E+02	0.00000E+00	-4.95738E+03
1.01325D+00	1.50000D+00	7.75000E+02	0.00000E+00	-4.77124E+03
1.01325D+00	1.50000D+00	8.00000E+02	0.00000E+00	-4.55033E+03
1.01325D+00	1.50000D+00	8.25000E+02	0.00000E+00	-4.28879E+03
1.01325D+00	1.50000D+00	8.50000E+02	0.00000E+00	-3.98283E+03
1.01325D+00	1.50000D+00	8.75000E+02	0.00000E+00	-3.63283E+03
1.01325D+00	1.50000D+00	9.00000E+02	0.00000E+00	-3.24545E+03
1.01325D+00	1.50000D+00	9.25000E+02	0.00000E+00	-2.83491E+03
1.01325D+00	1.50000D+00	9.50000E+02	0.00000E+00	-2.42193E+03
1.01325D+00	1.50000D+00	9.75000E+02	0.00000E+00	-2.02964E+03
1.01325D+00	1.50000D+00	1.00000E+03	0.00000E+00	-1.67754E+03
1.01325D+00	1.50000D+00	1.02500E+03	0.00000E+00	-1.37657E+03
1.01325D+00	1.50000D+00	1.05000E+03	0.00000E+00	-1.12795E+03
1.01325D+00	1.50000D+00	1.07500E+03	0.00000E+00	-9.25867E+02
1.01325D+00	1.50000D+00	1.10000E+03	0.00000E+00	-7.61325E+02
1.01325D+00	1.50000D+00	1.12500E+03	0.00000E+00	-6.25237E+02
1.01325D+00	1.50000D+00	1.15000E+03	0.00000E+00	-5.09897E+02
1.01325D+00	1.50000D+00	1.17500E+03	0.00000E+00	-4.09370E+02
1.01325D+00	1.50000D+00	1.20000E+03	0.00000E+00	-3.19312E+02
1.01325D+00	1.50000D+00	1.22500E+03	0.00000E+00	-2.36632E+02
1.01325D+00	1.50000D+00	1.25000E+03	0.00000E+00	-1.59155E+02
1.01325D+00	1.50000D+00	1.27500E+03	0.00000E+00	-8.53563E+01
1.01325D+00	1.50000D+00	1.30000E+03	0.00000E+00	-1.41621E+01
1.01325D+00	1.50000D+00	1.32500E+03	0.00000E+00	5.51879E+01
1.01325D+00	1.50000D+00	1.35000E+03	0.00000E+00	1.23237E+02
1.01325D+00	1.50000D+00	1.37500E+03	0.00000E+00	1.90379E+02
1.01325D+00	1.50000D+00	1.40000E+03	0.00000E+00	2.56901E+02
1.01325D+00	1.50000D+00	1.42500E+03	0.00000E+00	3.23016E+02
1.01325D+00	1.50000D+00	1.45000E+03	0.00000E+00	3.88887E+02
1.01325D+00	1.50000D+00	1.47500E+03	0.00000E+00	4.54637E+02
1.01325D+00	1.50000D+00	1.50000E+03	0.00000E+00	5.20363E+02
1.01325D+00	1.50000D+00	1.52500E+03	0.00000E+00	5.86144E+02
1.01325D+00	1.50000D+00	1.55000E+03	0.00000E+00	6.52045E+02
1.01325D+00	1.50000D+00	1.57500E+03	0.00000E+00	7.18121E+02
1.01325D+00	1.50000D+00	1.60000E+03	0.00000E+00	7.84422E+02
1.01325D+00	1.50000D+00	1.62500E+03	0.00000E+00	8.50992E+02
1.01325D+00	1.50000D+00	1.65000E+03	0.00000E+00	9.17873E+02
1.01325D+00	1.50000D+00	1.67500E+03	0.00000E+00	9.85108E+02
1.01325D+00	1.50000D+00	1.70000E+03	0.00000E+00	1.05274E+03
1.01325D+00	1.50000D+00	1.72500E+03	0.00000E+00	1.12080E+03
1.01325D+00	1.50000D+00	1.75000E+03	0.00000E+00	1.18935E+03
1.01325D+00	1.50000D+00	1.77500E+03	0.00000E+00	1.25842E+03
1.01325D+00	1.50000D+00	1.80000E+03	0.00000E+00	1.32806E+03
1.01325D+00	1.50000D+00	1.82500E+03	0.00000E+00	1.39834E+03
1.01325D+00	1.50000D+00	1.85000E+03	0.00000E+00	1.46929E+03
1.01325D+00	1.50000D+00	1.87500E+03	0.00000E+00	1.54099E+03
1.01325D+00	1.50000D+00	1.90000E+03	0.00000E+00	1.61349E+03
1.01325D+00	1.50000D+00	1.92500E+03	0.00000E+00	1.68686E+03
1.01325D+00	1.50000D+00	1.95000E+03	0.00000E+00	1.76119E+03
1.01325D+00	1.50000D+00	1.97500E+03	0.00000E+00	1.83653E+03
1.01325D+00	1.50000D+00	2.00000E+03	0.00000E+00	1.91300E+03
1.01325D+00	1.50000D+00	2.02500E+03	0.00000E+00	1.99066E+03
1.01325D+00	1.50000D+00	2.05000E+03	0.00000E+00	2.06961E+03
1.01325D+00	1.50000D+00	2.07500E+03	0.00000E+00	2.14997E+03
1.01325D+00	1.50000D+00	2.10000E+03	0.00000E+00	2.23183E+03
1.01325D+00	1.50000D+00	2.12500E+03	0.00000E+00	2.31531E+03
1.01325D+00	1.50000D+00	2.15000E+03	0.00000E+00	2.40053E+03
1.01325D+00	1.50000D+00	2.17500E+03	0.00000E+00	2.48761E+03
1.01325D+00	1.50000D+00	2.20000E+03	0.00000E+00	2.57669E+03
1.01325D+00	1.50000D+00	2.22500E+03	0.00000E+00	2.66790E+03
1.01325D+00	1.50000D+00	2.25000E+03	0.00000E+00	2.76139E+03
1.01325D+00	1.50000D+00	2.27500E+03	0.00000E+00	2.85730E+03
1.01325D+00	1.50000D+00	2.30000E+03	0.00000E+00	2.95579E+03
1.01325D+00	1.50000D+00	2.32500E+03	0.00000E+00	3.05701E+03
1.01325D+00	1.50000D+00	2.35000E+03	0.00000E+00	3.16113E+03
1.01325D+00	1.50000D+00	2.37500E+03	0.00000E+00	3.26831E+03
1.01325D+00	1.50000D+00	2.40000E+03	0.00000E+00	3.37873E+03
1.01325D+00	1.50000D+00	2.42500E+03	0.00000E+00	3.49254E+03
1.01325D+00	1.50000D+00	2.45000E+03	0.00000E+00	3.60993E+03
1.01325D+00	1.50000D+00	2.47500E+03	0.00000E+00	3.73108E+03
1.01325D+00	1.50000D+00	2.50000E+03	0.00000E+00	3.85615E+03
1.01325D+00	1.50000D+00	2.52500E+03	0.00000E+00	3.98533E+03
1.01325D+00	1.50000D+00	2.55000E+03	0.00000E+00	4.11880E+03
1.01325D+00	1.50000D+00	2.57500E+03	0.00000E+00	4.25672E+03
1.01325D+00	1.50000D+00	2.60000E+03	0.00000E+00	4.39928E+03
1.01325D+00	1.50000D+00	2.62500E+03	0.00000E+00	4.54665E+03
1.01325D+00	1.50000D+00	2.65000E+03	0.00000E+00	4.69900E+03
1.01325D+00	1.50000D+00	2.67500E+03	0.00000E+00	4.85651E+03
1.01325D+00	1.50000D+00	2.70000E+03	0.00000E+00	5.01933E+03
1.01325D+00	1.50000D+00	2.72500E+03	0.00000E+00	5.18764E+03
1.01325D+00	1.50000D+00	2.75000E+03	0.00000E+00	5.36161E+03
1.01325D+00	1.50000D+00	2.77500E+03	8.04782E-03	5.54140E+03
1.01325D+00	1.50000D+00	2.80000E+03	1.80394E-02	5.72716E+03
1.01325D+00	1.50000D+00	2.82500E+03	2.84607E-02	5.91908E+03
1.01325D+00	1.50000D+00	2.85000E+03	3.93228E-02	6.11732E+03
1.01325D+00	1.50000D+00	2.87500E+03	5.06381E-02	6.32205E+03
1.01325D+00	1.50000D+00	2.90000E+03	6.24212E-02	6.53347E+03
1.01325D+00	1.50000D+00	2.92500E+03	7.46895E-02	6.75176E+03
1.01325D+00	1.50000D+00	2.95000E+03	8.74638E-02	6.97716E+03
1.01325D+00	1.50000D+00	2.97500E+03	1.00770E-01	7.20989E+03
1.01325D+00	1.50000D+00	3.00000E+03	1.14639E-01	7.45022E+03
1.01325D+00	1.50000D+00	3.02500E+03	1.29110E-01	7.69846E+03
1.01325D+00	1.50000D+00	3.05000E+03	1.44232E-01	7.95496E+03
1.01325D+00	1.50000D+00	3.07500E+03	1.60064E-01	8.22011E+03
1.01325D+00	1.50000D+00	3.10000E+03	1.76681E-01	8.49439E+03
1.01325D+00	1.50000D+00	3.12500E+03	1.94175E-01	8.77834E+03
1.01325D+00	1.50000D+00	3.15000E+03	2.12661E-01	9.07260E+03
1.01325D+00	1.50000D+00	3.17500E+03	2.32277E-01	9.37790E+03
1.01325D+00	1.50000D+00	3.20000E+03	2.53198E-01	9.69513E+03
1.01325D+00	1.50000D+00	3.22500E+03	2.75635E-01	1.00253E+04
1.01325D+00	1.50000D+00	3.25000E+03	2.99849E-01	1.03695E+04
1.01325D+00	1.50000D+00	3.27500E+03	3.26157E-01	1.07292E+04
1.01325D+00	1.50000D+00	3.30000E+03	3.54949E-01	1.11058E+04
1.01325D+00	1.50000D+00	3.32500E+03	3.86699E-01	1.15011E+04
1.01325D+00	1.50000D+00	3.35000E+03	4.21988E-01	1.19170E+04
1.01325D+00	1.50000D+00	3.37500E+03	4.61524E-01	1.23557E+04
1.01325D+00	1.50000D+00	3.40000E+03	5.06173E-01	1.28194E+04
1.01325D+00	1.50000D+00	3.42500E+03	5.56997E-01	1.33109E+04
1.01325D+00	1.50000D+00	3.45000E+03	6.15298E-01	1.38326E+04
1.01325D+00	1.50000D+00	3.47500E+03	6.82685E-01	1.43873E+04
1.01325D+00	1.50000D+00	3.50000E+03	7.61150E-01	1.49776E+04
1.01325D+00	1.50000D+00	3.52500E+03	8.53174E-01	1.56062E+04
1.01325D+00	1.50000D+00	3.55000E+03	9.61877E-01	1.62750E+04
1.01325D+00	1.50000D+00	3.57500E+03	1.09121E+00	1.69856E+04
1.01325D+00	1.50000D+00	3.60000E+03	1.24626E+00	1.77387E+04
1.01325D+00	1.50000D+00	3.62500E+03	1.43360E+00	1.85340E+04
1.01325D+00	1.50000D+00	3.65000E+03	1.66192E+00	1.93694E+04
1.01325D+00	1.50000D+00	3.67500E+03	1.94294E+00	2.02413E+04
1.01325D+00	1.50000D+00	3.70000E+03	2.29273E+00	2.11439E+04
1.01325D+00	1.50000D+00	3.72500E+03	2.73397E+00	2.20692E+04
1.01325D+00	1.50000D+00	3.75000E+03	3.29972E+00	2.30067E+04
1.01325D+00	1.50000D+00	3.77500E+03	4.03994E+00	2.39439E+04
1.01325D+00	1.50000D+00	3.80000E+03	5.03384E+00	2.48656E+04
1.01325D+00	1.50000D+00	3.82500E+03	6.41459E+00	2.57550E+04
1.01325D+00	1.50000D+00	3.85000E+03	8.42403E+00	2.65938E+04
1.01325D+00	1.50000D+00	3.87500E+03	1.15501E+01	2.73622E+04
1.01325D+00	1.50000D+00	3.90000E+03	1.69407E+01	2.80392E+04
1.01325D+00	1.50000D+00	3.92500E+03	2.80614E+01	2.86009E+04
1.01325D+00	1.50000D+00	3.95000E+03	6.22332E+01	2.90175E+04
1.01325D+00	1.50000D+00	3.97500E+03	6.22332E+01	2.90175E+04
1.01325D+00	1.50000D+00	4.00000E+03	6.22332E+01	2.90175E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D+00	1.90000D+00	2.50000E+02	0.00000E+00	-7.08174E+03
1.01325D+00	1.90000D+00	2.75000E+02	0.00000E+00	-7.02548E+03
1.01325D+00	1.90000D+00	3.00000E+02	0.00000E+00	-6.96231E+03
1.01325D+00	1.90000D+00	3.25000E+02	0.00000E+00	-6.89246E+03
1.01325D+00	1.90000D+00	3.50000E+02	0.00000E+00	-6.81702E+03
1.01325D+00	1.90000D+00	3.75000E+02	0.00000E+00	-6.73748E+03
1.01325D+00	1.90000D+00	4.00000E+02	0.00000E+00	-6.65541E+03
1.01325D+00	1.90000D+00	4.25000E+02	0.00000E+00	-6.57209E+03
1.01325D+00	1.90000D+00	4.50000E+02	0.00000E+00	-6.48842E+03
1.01325D+00	1.90000D+00	4.75000E+02	0.00000E+00	-6.40491E+03
1.01325D+00	1.90000D+00	5.00000E+02	0.00000E+00	-6.32164E+03
1.01325D+00	1.90000D+00	5.25000E+02	0.00000E+00	-6.23837E+03
1.01325D+00	1.90000D+00	5.50000E+02	0.00000E+00	-6.15453E+03
1.01325D+00	1.90000D+00	5.75000E+02	0.00000E+00	-6.06923E+03
1.01325D+00	1.90000D+00	6.00000E+02	0.00000E+00	-5.98122E+03
1.01325D+00	1.90000D+00	6.25000E+02	0.00000E+00	-5.88883E+03
1.01325D+00	1.90000D+00	6.50000E+02	0.00000E+00	-5.78986E+03
1.01325D+00	1.90000D+00	6.75000E+02	0.00000E+00	-5.68145E+03
1.01325D+00	1.90000D+00	7.00000E+02	0.00000E+00	-5.55987E+03
1.01325D+00	1.90000D+00	7.25000E+02	0.00000E+00	-5.42045E+03
1.01325D+00	1.90000D+00	7.50000E+02	0.00000E+00	-5.25741E+03
1.01325D+00	1.90000D+00	7.75000E+02	0.00000E+00	-5.06405E+03
1.01325D+00	1.90000D+00	8.00000E+02	0.00000E+00	-4.83318E+03
1.01325D+00	1.90000D+00	8.25000E+02	0.00000E+00	-4.55816E+03
1.01325D+00	1.90000D+00	8.50000E+02	0.00000E+00	-4.23463E+03
1.01325D+00	1.90000D+00	8.75000E+02	0.00000E+00	-3.86279E+03
1.01325D+00	1.90000D+00	9.00000E+02	0.00000E+00	-3.44977E+03
1.01325D+00	1.90000D+00	9.25000E+02	0.00000E+00	-3.01099E+03
1.01325D+00	1.90000D+00	9.50000E+02	0.00000E+00	-2.56892E+03
1.01325D+00	1.90000D+00	9.75000E+02	0.00000E+00	-2.14859E+03
1.01325D+00	1.90000D+00	1.00000E+03	0.00000E+00	-1.77106E+03
1.01325D+00	1.90000D+00	1.02500E+03	0.00000E+00	-1.44815E+03
1.01325D+00	1.90000D+00	1.05000E+03	0.00000E+00	-1.18125E+03
1.01325D+00	1.90000D+00	1.07500E+03	0.00000E+00	-9.64206E+02
1.01325D+00	1.90000D+00	1.10000E+03	0.00000E+00	-7.87462E+02
1.01325D+00	1.90000D+00	1.12500E+03	0.00000E+00	-6.41321E+02
1.01325D+00	1.90000D+00	1.15000E+03	0.00000E+00	-5.17550E+02
1.01325D+00	1.90000D+00	1.17500E+03	0.00000E+00	-4.09788E+02
1.01325D+00	1.90000D+00	1.20000E+03	0.00000E+00	-3.13372E+02
1.01325D+00	1.90000D+00	1.22500E+03	0.00000E+00	-2.24974E+02
1.01325D+00	1.90000D+00	1.25000E+03	0.00000E+00	-1.42247E+02
1.01325D+00	1.90000D+00	1.27500E+03	0.00000E+00	-6.35422E+01
1.01325D+00	1.90000D+00	1.30000E+03	0.00000E+00	1.23049E+01
1.01325D+00	1.90000D+00	1.32500E+03	0.00000E+00	8.61199E+01
1.01325D+00	1.90000D+00	1.35000E+03	0.00000E+00	1.58495E+02
1.01325D+00	1.90000D+00	1.37500E+03	0.00000E+00	2.29858E+02
1.01325D+00	1.90000D+00	1.40000E+03	0.00000E+00	3.00523E+02
1.01325D+00	1.90000D+00	1.42500E+03	0.00000E+00	3.70724E+02
1.01325D+00	1.90000D+00	1.45000E+03	0.00000E+00	4.40638E+02
1.01325D+00	1.90000D+00	1.47500E+03	0.00000E+00	5.10400E+02
1.01325D+00	1.90000D+00	1.50000E+03	0.00000E+00	5.80117E+02
1.01325D+00	1.90000D+00	1.52500E+03	0.00000E+00	6.49873E+02
1.01325D+00	1.90000D+00	1.55000E+03	0.00000E+00	7.19740E+02
1.01325D+00	1.90000D+00	1.57500E+03	0.00000E+00	7.89778E+02
1.01325D+00	1.90000D+00	1.60000E+03	0.00000E+00	8.60040E+02
1.01325D+00	1.90000D+00	1.62500E+03	0.00000E+00	9.30573E+02
1.01325D+00	1.90000D+00	1.65000E+03	0.00000E+00	1.00142E+03
1.01325D+00	1.90000D+00	1.67500E+03	0.00000E+00	1.07264E+03
1.01325D+00	1.90000D+00	1.70000E+03	0.00000E+00	1.14425E+03
