p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	2.50000D-01	3.17500E+03	1.01449E+00	1.65186E+04
1.01325D-02	2.50000D-01	3.20000E+03	1.33372E+00	1.82298E+04
1.01325D-02	2.50000D-01	3.22500E+03	1.81811E+00	2.01038E+04
1.01325D-02	2.50000D-01	3.25000E+03	2.61041E+00	2.21119E+04
1.01325D-02	2.50000D-01	3.27500E+03	4.07955E+00	2.42091E+04
1.01325D-02	2.50000D-01	3.30000E+03	7.55615E+00	2.63305E+04
1.01325D-02	2.50000D-01	3.32500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.35000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.37500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.40000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.42500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.45000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.47500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.50000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.52500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.55000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.57500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.60000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.62500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.65000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.67500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.70000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.72500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.75000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.77500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.80000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.82500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.85000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.87500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.90000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.92500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.95000E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	3.97500E+03	2.40545E+01	2.83739E+04
1.01325D-02	2.50000D-01	4.00000E+03	2.40545E+01	2.83739E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	3.20000D-01	2.50000E+02	0.00000E+00	-4.52258E+03
1.01325D-02	3.20000D-01	2.75000E+02	0.00000E+00	-4.45533E+03
1.01325D-02	3.20000D-01	3.00000E+02	0.00000E+00	-4.38725E+03
1.01325D-02	3.20000D-01	3.25000E+02	0.00000E+00	-4.31977E+03
1.01325D-02	3.20000D-01	3.50000E+02	0.00000E+00	-4.25358E+03
1.01325D-02	3.20000D-01	3.75000E+02	0.00000E+00	-4.18873E+03
1.01325D-02	3.20000D-01	4.00000E+02	0.00000E+00	-4.12456E+03
1.01325D-02	3.20000D-01	4.25000E+02	0.00000E+00	-4.05978E+03
1.01325D-02	3.20000D-01	4.50000E+02	0.00000E+00	-3.99249E+03
1.01325D-02	3.20000D-01	4.75000E+02	0.00000E+00	-3.92025E+03
1.01325D-02	3.20000D-01	5.00000E+02	0.00000E+00	-3.84028E+03
1.01325D-02	3.20000D-01	5.25000E+02	0.00000E+00	-3.74987E+03
1.01325D-02	3.20000D-01	5.50000E+02	0.00000E+00	-3.64693E+03
1.01325D-02	3.20000D-01	5.75000E+02	0.00000E+00	-3.53043E+03
1.01325D-02	3.20000D-01	6.00000E+02	0.00000E+00	-3.40026E+03
1.01325D-02	3.20000D-01	6.25000E+02	0.00000E+00	-3.25604E+03
1.01325D-02	3.20000D-01	6.50000E+02	0.00000E+00	-3.09510E+03
1.01325D-02	3.20000D-01	6.75000E+02	0.00000E+00	-2.91099E+03
1.01325D-02	3.20000D-01	7.00000E+02	0.00000E+00	-2.69428E+03
1.01325D-02	3.20000D-01	7.25000E+02	0.00000E+00	-2.43679E+03
1.01325D-02	3.20000D-01	7.50000E+02	1.02632E-02	-2.13947E+03
1.01325D-02	3.20000D-01	7.75000E+02	3.29685E-02	-1.82095E+03
1.01325D-02	3.20000D-01	8.00000E+02	5.51772E-02	-1.51757E+03
1.01325D-02	3.20000D-01	8.25000E+02	7.35501E-02	-1.26615E+03
1.01325D-02	3.20000D-01	8.50000E+02	8.64350E-02	-1.08139E+03
1.01325D-02	3.20000D-01	8.75000E+02	9.43944E-02	-9.53510E+02
1.01325D-02	3.20000D-01	9.00000E+02	9.89613E-02	-8.63700E+02
1.01325D-02	3.20000D-01	9.25000E+02	1.01506E-01	-7.96187E+02
1.01325D-02	3.20000D-01	9.50000E+02	1.02921E-01	-7.40955E+02
1.01325D-02	3.20000D-01	9.75000E+02	1.03718E-01	-6.92349E+02
1.01325D-02	3.20000D-01	1.00000E+03	1.04177E-01	-6.47307E+02
1.01325D-02	3.20000D-01	1.02500E+03	1.04446E-01	-6.04190E+02
1.01325D-02	3.20000D-01	1.05000E+03	1.04609E-01	-5.62107E+02
1.01325D-02	3.20000D-01	1.07500E+03	1.04709E-01	-5.20568E+02
1.01325D-02	3.20000D-01	1.10000E+03	1.04773E-01	-4.79291E+02
1.01325D-02	3.20000D-01	1.12500E+03	1.04815E-01	-4.38117E+02
1.01325D-02	3.20000D-01	1.15000E+03	1.04845E-01	-3.96951E+02
1.01325D-02	3.20000D-01	1.17500E+03	1.04867E-01	-3.55734E+02
1.01325D-02	3.20000D-01	1.20000E+03	1.04884E-01	-3.14432E+02
1.01325D-02	3.20000D-01	1.22500E+03	1.04900E-01	-2.73020E+02
1.01325D-02	3.20000D-01	1.25000E+03	1.04915E-01	-2.31483E+02
1.01325D-02	3.20000D-01	1.27500E+03	1.04931E-01	-1.89809E+02
1.01325D-02	3.20000D-01	1.30000E+03	1.04949E-01	-1.47989E+02
1.01325D-02	3.20000D-01	1.32500E+03	1.04970E-01	-1.06014E+02
1.01325D-02	3.20000D-01	1.35000E+03	1.04994E-01	-6.38759E+01
1.01325D-02	3.20000D-01	1.37500E+03	1.05022E-01	-2.15650E+01
1.01325D-02	3.20000D-01	1.40000E+03	1.05055E-01	2.09293E+01
1.01325D-02	3.20000D-01	1.42500E+03	1.05094E-01	6.36199E+01
1.01325D-02	3.20000D-01	1.45000E+03	1.05139E-01	1.06522E+02
1.01325D-02	3.20000D-01	1.47500E+03	1.05192E-01	1.49653E+02
1.01325D-02	3.20000D-01	1.50000E+03	1.05253E-01	1.93034E+02
1.01325D-02	3.20000D-01	1.52500E+03	1.05324E-01	2.36691E+02
1.01325D-02	3.20000D-01	1.55000E+03	1.05405E-01	2.80654E+02
1.01325D-02	3.20000D-01	1.57500E+03	1.05497E-01	3.24958E+02
1.01325D-02	3.20000D-01	1.60000E+03	1.05603E-01	3.69644E+02
1.01325D-02	3.20000D-01	1.62500E+03	1.05723E-01	4.14760E+02
1.01325D-02	3.20000D-01	1.65000E+03	1.05858E-01	4.60362E+02
1.01325D-02	3.20000D-01	1.67500E+03	1.06010E-01	5.06514E+02
1.01325D-02	3.20000D-01	1.70000E+03	1.06181E-01	5.53290E+02
1.01325D-02	3.20000D-01	1.72500E+03	1.06371E-01	6.00773E+02
1.01325D-02	3.20000D-01	1.75000E+03	1.06583E-01	6.49058E+02
1.01325D-02	3.20000D-01	1.77500E+03	1.06819E-01	6.98252E+02
1.01325D-02	3.20000D-01	1.80000E+03	1.07080E-01	7.48478E+02
1.01325D-02	3.20000D-01	1.82500E+03	1.07368E-01	7.99869E+02
1.01325D-02	3.20000D-01	1.85000E+03	1.07685E-01	8.52577E+02
1.01325D-02	3.20000D-01	1.87500E+03	1.08032E-01	9.06768E+02
1.01325D-02	3.20000D-01	1.90000E+03	1.08412E-01	9.62626E+02
1.01325D-02	3.20000D-01	1.92500E+03	1.08827E-01	1.02035E+03
1.01325D-02	3.20000D-01	1.95000E+03	1.09279E-01	1.08017E+03
1.01325D-02	3.20000D-01	1.97500E+03	1.09770E-01	1.14233E+03
1.01325D-02	3.20000D-01	2.00000E+03	1.10302E-01	1.20707E+03
1.01325D-02	3.20000D-01	2.02500E+03	1.10876E-01	1.27468E+03
1.01325D-02	3.20000D-01	2.05000E+03	1.11495E-01	1.34547E+03
1.01325D-02	3.20000D-01	2.07500E+03	1.12161E-01	1.41976E+03
1.01325D-02	3.20000D-01	2.10000E+03	1.12875E-01	1.49788E+03
1.01325D-02	3.20000D-01	2.12500E+03	1.13639E-01	1.58019E+03
1.01325D-02	3.20000D-01	2.15000E+03	1.14454E-01	1.66707E+03
1.01325D-02	3.20000D-01	2.17500E+03	1.15322E-01	1.75890E+03
1.01325D-02	3.20000D-01	2.20000E+03	1.16244E-01	1.85610E+03
1.01325D-02	3.20000D-01	2.22500E+03	1.17221E-01	1.95907E+03
1.01325D-02	3.20000D-01	2.25000E+03	1.18253E-01	2.06824E+03
1.01325D-02	3.20000D-01	2.27500E+03	1.19340E-01	2.18402E+03
1.01325D-02	3.20000D-01	2.30000E+03	1.20483E-01	2.30683E+03
1.01325D-02	3.20000D-01	2.32500E+03	1.21681E-01	2.43708E+03
1.01325D-02	3.20000D-01	2.35000E+03	1.22934E-01	2.57517E+03
1.01325D-02	3.20000D-01	2.37500E+03	1.24241E-01	2.72148E+03
1.01325D-02	3.20000D-01	2.40000E+03	1.25601E-01	2.87635E+03
1.01325D-02	3.20000D-01	2.42500E+03	1.27014E-01	3.04010E+03
1.01325D-02	3.20000D-01	2.45000E+03	1.28479E-01	3.21300E+03
1.01325D-02	3.20000D-01	2.47500E+03	1.29997E-01	3.39527E+03
1.01325D-02	3.20000D-01	2.50000E+03	1.31568E-01	3.58709E+03
1.01325D-02	3.20000D-01	2.52500E+03	1.33197E-01	3.78858E+03
1.01325D-02	3.20000D-01	2.55000E+03	1.34889E-01	3.99979E+03
1.01325D-02	3.20000D-01	2.57500E+03	1.36654E-01	4.22076E+03
1.01325D-02	3.20000D-01	2.60000E+03	1.38508E-01	4.45145E+03
1.01325D-02	3.20000D-01	2.62500E+03	1.40473E-01	4.69182E+03
1.01325D-02	3.20000D-01	2.65000E+03	1.42583E-01	4.94185E+03
1.01325D-02	3.20000D-01	2.67500E+03	1.44885E-01	5.20157E+03
1.01325D-02	3.20000D-01	2.70000E+03	1.47441E-01	5.47113E+03
1.01325D-02	3.20000D-01	2.72500E+03	1.50342E-01	5.75085E+03
1.01325D-02	3.20000D-01	2.75000E+03	1.53703E-01	6.04138E+03
1.01325D-02	3.20000D-01	2.77500E+03	1.57682E-01	6.34374E+03
1.01325D-02	3.20000D-01	2.80000E+03	1.62488E-01	6.65954E+03
1.01325D-02	3.20000D-01	2.82500E+03	1.68392E-01	6.99110E+03
1.01325D-02	3.20000D-01	2.85000E+03	1.75750E-01	7.34168E+03
1.01325D-02	3.20000D-01	2.87500E+03	1.85027E-01	7.71566E+03
1.01325D-02	3.20000D-01	2.90000E+03	1.96824E-01	8.11877E+03
1.01325D-02	3.20000D-01	2.92500E+03	2.11928E-01	8.55833E+03
1.01325D-02	3.20000D-01	2.95000E+03	2.31362E-01	9.04342E+03
1.01325D-02	3.20000D-01	2.97500E+03	2.56472E-01	9.58500E+03
1.01325D-02	3.20000D-01	3.00000E+03	2.89037E-01	1.01959E+04
1.01325D-02	3.20000D-01	3.02500E+03	3.31440E-01	1.08908E+04
1.01325D-02	3.20000D-01	3.05000E+03	3.86921E-01	1.16856E+04
1.01325D-02	3.20000D-01	3.07500E+03	4.59977E-01	1.25967E+04
1.01325D-02	3.20000D-01	3.10000E+03	5.57005E-01	1.36398E+04
1.01325D-02	3.20000D-01	3.12500E+03	6.87413E-01	1.48282E+04
1.01325D-02	3.20000D-01	3.15000E+03	8.65600E-01	1.61703E+04
1.01325D-02	3.20000D-01	3.17500E+03	1.11478E+00	1.76676E+04
1.01325D-02	3.20000D-01	3.20000E+03	1.47498E+00	1.93113E+04
1.01325D-02	3.20000D-01	3.22500E+03	2.02158E+00	2.10810E+04
1.01325D-02	3.20000D-01	3.25000E+03	2.91556E+00	2.29429E+04
1.01325D-02	3.20000D-01	3.27500E+03	4.57256E+00	2.48495E+04
1.01325D-02	3.20000D-01	3.30000E+03	8.48947E+00	2.67385E+04
1.01325D-02	3.20000D-01	3.32500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.35000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.37500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.40000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.42500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.45000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.47500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.50000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.52500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.55000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.57500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.60000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.62500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.65000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.67500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.70000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.72500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.75000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.77500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.80000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.82500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.85000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.87500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.90000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.92500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.95000E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	3.97500E+03	2.70147E+01	2.85181E+04
1.01325D-02	3.20000D-01	4.00000E+03	2.70147E+01	2.85181E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	4.00000D-01	2.50000E+02	0.00000E+00	-4.81656E+03
1.01325D-02	4.00000D-01	2.75000E+02	0.00000E+00	-4.74925E+03
1.01325D-02	4.00000D-01	3.00000E+02	0.00000E+00	-4.67830E+03
1.01325D-02	4.00000D-01	3.25000E+02	0.00000E+00	-4.60643E+03
1.01325D-02	4.00000D-01	3.50000E+02	0.00000E+00	-4.53516E+03
1.01325D-02	4.00000D-01	3.75000E+02	0.00000E+00	-4.46501E+03
1.01325D-02	4.00000D-01	4.00000E+02	0.00000E+00	-4.39554E+03
1.01325D-02	4.00000D-01	4.25000E+02	0.00000E+00	-4.32553E+03
1.01325D-02	4.00000D-01	4.50000E+02	0.00000E+00	-4.25300E+03
1.01325D-02	4.00000D-01	4.75000E+02	0.00000E+00	-4.17533E+03
1.01325D-02	4.00000D-01	5.00000E+02	0.00000E+00	-4.08939E+03
1.01325D-02	4.00000D-01	5.25000E+02	0.00000E+00	-3.99199E+03
1.01325D-02	4.00000D-01	5.50000E+02	0.00000E+00	-3.88043E+03
1.01325D-02	4.00000D-01	5.75000E+02	0.00000E+00	-3.75314E+03
1.01325D-02	4.00000D-01	6.00000E+02	0.00000E+00	-3.60978E+03
1.01325D-02	4.00000D-01	6.25000E+02	0.00000E+00	-3.45015E+03
1.01325D-02	4.00000D-01	6.50000E+02	0.00000E+00	-3.27202E+03
1.01325D-02	4.00000D-01	6.75000E+02	0.00000E+00	-3.06938E+03
1.01325D-02	4.00000D-01	7.00000E+02	0.00000E+00	-2.83293E+03
1.01325D-02	4.00000D-01	7.25000E+02	0.00000E+00	-2.55454E+03
1.01325D-02	4.00000D-01	7.50000E+02	0.00000E+00	-2.23566E+03
1.01325D-02	4.00000D-01	7.75000E+02	8.42330E-03	-1.89625E+03
1.01325D-02	4.00000D-01	8.00000E+02	3.28091E-02	-1.57457E+03
1.01325D-02	4.00000D-01	8.25000E+02	5.29657E-02	-1.30886E+03
1.01325D-02	4.00000D-01	8.50000E+02	6.71002E-02	-1.11389E+03
1.01325D-02	4.00000D-01	8.75000E+02	7.58388E-02	-9.78942E+02
1.01325D-02	4.00000D-01	9.00000E+02	8.08605E-02	-8.84104E+02
1.01325D-02	4.00000D-01	9.25000E+02	8.36630E-02	-8.12779E+02
1.01325D-02	4.00000D-01	9.50000E+02	8.52245E-02	-7.54436E+02
1.01325D-02	4.00000D-01	9.75000E+02	8.61055E-02	-7.03119E+02
1.01325D-02	4.00000D-01	1.00000E+03	8.66125E-02	-6.55596E+02
1.01325D-02	4.00000D-01	1.02500E+03	8.69107E-02	-6.10131E+02
1.01325D-02	4.00000D-01	1.05000E+03	8.70904E-02	-5.65781E+02
1.01325D-02	4.00000D-01	1.07500E+03	8.72014E-02	-5.22019E+02
1.01325D-02	4.00000D-01	1.10000E+03	8.72720E-02	-4.78547E+02
1.01325D-02	4.00000D-01	1.12500E+03	8.73185E-02	-4.35192E+02
1.01325D-02	4.00000D-01	1.15000E+03	8.73508E-02	-3.91851E+02
1.01325D-02	4.00000D-01	1.17500E+03	8.73747E-02	-3.48462E+02
1.01325D-02	4.00000D-01	1.20000E+03	8.73941E-02	-3.04984E+02
1.01325D-02	4.00000D-01	1.22500E+03	8.74113E-02	-2.61393E+02
1.01325D-02	4.00000D-01	1.25000E+03	8.74282E-02	-2.17671E+02
1.01325D-02	4.00000D-01	1.27500E+03	8.74461E-02	-1.73804E+02
1.01325D-02	4.00000D-01	1.30000E+03	8.74661E-02	-1.29783E+02
1.01325D-02	4.00000D-01	1.32500E+03	8.74890E-02	-8.55973E+01
1.01325D-02	4.00000D-01	1.35000E+03	8.75157E-02	-4.12373E+01
1.01325D-02	4.00000D-01	1.37500E+03	8.75471E-02	3.30762E+00
1.01325D-02	4.00000D-01	1.40000E+03	8.75840E-02	4.80495E+01
1.01325D-02	4.00000D-01	1.42500E+03	8.76273E-02	9.30026E+01
1.01325D-02	4.00000D-01	1.45000E+03	8.76780E-02	1.38184E+02
1.01325D-02	4.00000D-01	1.47500E+03	8.77370E-02	1.83613E+02
1.01325D-02	4.00000D-01	1.50000E+03	8.78055E-02	2.29313E+02
1.01325D-02	4.00000D-01	1.52500E+03	8.78845E-02	2.75314E+02
1.01325D-02	4.00000D-01	1.55000E+03	8.79754E-02	3.21649E+02
1.01325D-02	4.00000D-01	1.57500E+03	8.80793E-02	3.68356E+02
1.01325D-02	4.00000D-01	1.60000E+03	8.81977E-02	4.15483E+02
1.01325D-02	4.00000D-01	1.62500E+03	8.83321E-02	4.63082E+02
1.01325D-02	4.00000D-01	1.65000E+03	8.84839E-02	5.11215E+02
1.01325D-02	4.00000D-01	1.67500E+03	8.86548E-02	5.59956E+02
1.01325D-02	4.00000D-01	1.70000E+03	8.88466E-02	6.09385E+02
1.01325D-02	4.00000D-01	1.72500E+03	8.90610E-02	6.59596E+02
1.01325D-02	4.00000D-01	1.75000E+03	8.92999E-02	7.10696E+02
1.01325D-02	4.00000D-01	1.77500E+03	8.95654E-02	7.62806E+02
1.01325D-02	4.00000D-01	1.80000E+03	8.98593E-02	8.16061E+02
1.01325D-02	4.00000D-01	1.82500E+03	9.01839E-02	8.70613E+02
1.01325D-02	4.00000D-01	1.85000E+03	9.05413E-02	9.26631E+02
1.01325D-02	4.00000D-01	1.87500E+03	9.09338E-02	9.84302E+02
1.01325D-02	4.00000D-01	1.90000E+03	9.13637E-02	1.04383E+03
1.01325D-02	4.00000D-01	1.92500E+03	9.18333E-02	1.10545E+03
1.01325D-02	4.00000D-01	1.95000E+03	9.23450E-02	1.16941E+03
1.01325D-02	4.00000D-01	1.97500E+03	9.29012E-02	1.23598E+03
1.01325D-02	4.00000D-01	2.00000E+03	9.35042E-02	1.30545E+03
1.01325D-02	4.00000D-01	2.02500E+03	9.41565E-02	1.37814E+03
1.01325D-02	4.00000D-01	2.05000E+03	9.48603E-02	1.45440E+03
1.01325D-02	4.00000D-01	2.07500E+03	9.56178E-02	1.53458E+03
1.01325D-02	4.00000D-01	2.10000E+03	9.64314E-02	1.61907E+03
1.01325D-02	4.00000D-01	2.12500E+03	9.73028E-02	1.70828E+03
1.01325D-02	4.00000D-01	2.15000E+03	9.82342E-02	1.80264E+03
1.01325D-02	4.00000D-01	2.17500E+03	9.92270E-02	1.90259E+03
1.01325D-02	4.00000D-01	2.20000E+03	1.00283E-01	2.00861E+03
1.01325D-02	4.00000D-01	2.22500E+03	1.01403E-01	2.12115E+03
1.01325D-02	4.00000D-01	2.25000E+03	1.02588E-01	2.24072E+03
1.01325D-02	4.00000D-01	2.27500E+03	1.03839E-01	2.36780E+03
1.01325D-02	4.00000D-01	2.30000E+03	1.05156E-01	2.50289E+03
1.01325D-02	4.00000D-01	2.32500E+03	1.06539E-01	2.64646E+03
1.01325D-02	4.00000D-01	2.35000E+03	1.07987E-01	2.79900E+03
1.01325D-02	4.00000D-01	2.37500E+03	1.09501E-01	2.96095E+03
1.01325D-02	4.00000D-01	2.40000E+03	1.11079E-01	3.13276E+03
1.01325D-02	4.00000D-01	2.42500E+03	1.12721E-01	3.31480E+03
1.01325D-02	4.00000D-01	2.45000E+03	1.14427E-01	3.50743E+03
1.01325D-02	4.00000D-01	2.47500E+03	1.16197E-01	3.71095E+03
1.01325D-02	4.00000D-01	2.50000E+03	1.18032E-01	3.92561E+03
1.01325D-02	4.00000D-01	2.52500E+03	1.19937E-01	4.15160E+03
1.01325D-02	4.00000D-01	2.55000E+03	1.21917E-01	4.38902E+03
1.01325D-02	4.00000D-01	2.57500E+03	1.23984E-01	4.63795E+03
1.01325D-02	4.00000D-01	2.60000E+03	1.26155E-01	4.89840E+03
1.01325D-02	4.00000D-01	2.62500E+03	1.28453E-01	5.17034E+03
1.01325D-02	4.00000D-01	2.65000E+03	1.30917E-01	5.45375E+03
1.01325D-02	4.00000D-01	2.67500E+03	1.33595E-01	5.74863E+03
1.01325D-02	4.00000D-01	2.70000E+03	1.36561E-01	6.05507E+03
1.01325D-02	4.00000D-01	2.72500E+03	1.39910E-01	6.37333E+03
1.01325D-02	4.00000D-01	2.75000E+03	1.43773E-01	6.70392E+03
1.01325D-02	4.00000D-01	2.77500E+03	1.48327E-01	7.04775E+03
1.01325D-02	4.00000D-01	2.80000E+03	1.53802E-01	7.40622E+03
1.01325D-02	4.00000D-01	2.82500E+03	1.60505E-01	7.78146E+03
1.01325D-02	4.00000D-01	2.85000E+03	1.68833E-01	8.17646E+03
1.01325D-02	4.00000D-01	2.87500E+03	1.79310E-01	8.59531E+03
1.01325D-02	4.00000D-01	2.90000E+03	1.92614E-01	9.04339E+03
1.01325D-02	4.00000D-01	2.92500E+03	2.09630E-01	9.52760E+03
1.01325D-02	4.00000D-01	2.95000E+03	2.31516E-01	1.00565E+04
1.01325D-02	4.00000D-01	2.97500E+03	2.59790E-01	1.06403E+04
1.01325D-02	4.00000D-01	3.00000E+03	2.96465E-01	1.12910E+04
1.01325D-02	4.00000D-01	3.02500E+03	3.44235E-01	1.20220E+04
1.01325D-02	4.00000D-01	3.05000E+03	4.06766E-01	1.28475E+04
1.01325D-02	4.00000D-01	3.07500E+03	4.89143E-01	1.37815E+04
1.01325D-02	4.00000D-01	3.10000E+03	5.98603E-01	1.48366E+04
1.01325D-02	4.00000D-01	3.12500E+03	7.45785E-01	1.60222E+04
1.01325D-02	4.00000D-01	3.15000E+03	9.46973E-01	1.73421E+04
1.01325D-02	4.00000D-01	3.17500E+03	1.22841E+00	1.87920E+04
1.01325D-02	4.00000D-01	3.20000E+03	1.63533E+00	2.03580E+04
1.01325D-02	4.00000D-01	3.22500E+03	2.25289E+00	2.20150E+04
1.01325D-02	4.00000D-01	3.25000E+03	3.26282E+00	2.37262E+04
1.01325D-02	4.00000D-01	3.27500E+03	5.13399E+00	2.54445E+04
1.01325D-02	4.00000D-01	3.30000E+03	9.55260E+00	2.71119E+04
1.01325D-02	4.00000D-01	3.32500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.35000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.37500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.40000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.42500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.45000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.47500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.50000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.52500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.55000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.57500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.60000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.62500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.65000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.67500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.70000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.72500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.75000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.77500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.80000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.82500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.85000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.87500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.90000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.92500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.95000E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	3.97500E+03	3.03841E+01	2.86486E+04
1.01325D-02	4.00000D-01	4.00000E+03	3.03841E+01	2.86486E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-02	5.00000D-01	2.50000E+02	0.00000E+00	-5.10821E+03
1.01325D-02	5.00000D-01	2.75000E+02	0.00000E+00	-5.04662E+03
1.01325D-02	5.00000D-01	3.00000E+02	0.00000E+00	-4.97855E+03
1.01325D-02	5.00000D-01	3.25000E+02	0.00000E+00	-4.90688E+03
1.01325D-02	5.00000D-01	3.50000E+02	0.00000E+00	-4.83388E+03
1.01325D-02	5.00000D-01	3.75000E+02	0.00000E+00	-4.76078E+03
1.01325D-02	5.00000D-01	4.00000E+02	0.00000E+00	-4.68768E+03
1.01325D-02	5.00000D-01	4.25000E+02	0.00000E+00	-4.61366E+03
